-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1
-1,4,-1,-1,-1,4,-1,-1,-1,-1,4,-1,-1,-1,-1,4,4,-1
-1,4,-1,-1,-1,4,-1,4,4,4,4,-1,-1,-1,-1,4,4,-1
-1,4,4,4,-1,-1,-1,-1,-1,-1,4,2,4,4,2,4,4,-1
-1,4,4,-1,-1,-1,-1,-1,-1,-1,4,6,-1,-1,6,-1,4,-1
-1,4,4,4,4,4,4,4,2,2,4,-1,-1,-1,-1,-1,4,-1
-1,4,-1,-1,-1,-1,4,-1,6,6,4,4,4,4,-1,-1,4,-1
-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,4,-1
-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,4,-1
-1,4,4,4,4,4,4,4,4,4,4,-1,4,4,4,-1,4,-1
-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,4,-1
-1,4,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,4,4,4,-1
-1,4,-1,4,4,4,4,-1,4,4,4,4,4,4,4,-1,4,-1
-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,-1,4,-1
-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1
-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1
-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
