10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
10,-1,10,10,10,-1,10,10,10,10,-1,10,10,8,10,-1,-1,10
10,-1,10,10,10,-1,10,-1,-1,-1,-1,10,10,8,10,-1,-1,10
10,-1,-1,-1,10,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,10
10,-1,-1,10,10,10,10,10,10,10,-1,10,10,10,10,10,-1,10
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,-1,10
10,-1,10,10,-1,10,-1,10,10,10,-1,-1,-1,-1,10,10,-1,10
10,-1,10,10,-1,10,10,10,10,10,-1,10,10,10,10,10,-1,10
10,-1,10,10,10,10,10,10,10,10,-1,10,10,10,10,10,-1,10
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,10,-1,10
10,-1,10,10,10,10,10,10,10,10,10,10,10,10,-1,10,-1,10
10,-1,10,-1,-1,-1,-1,-1,-1,10,10,10,10,10,-1,-1,-1,10
10,-1,10,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,10,-1,10
10,-1,10,11,-1,11,11,10,10,10,-1,-1,-1,-1,-1,10,-1,10
10,-1,10,10,-1,11,10,10,10,10,10,10,10,10,10,10,-1,10
10,-1,10,10,10,11,10,10,10,10,10,10,10,10,10,10,-1,10
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
